latitude,longitude,dep,arret metro,nomcom,code postal,lieux à visiter,description
48.5882464896, 2.48656674579,91,"138, ROUTE DE MORSANG",SaintRY-SUR-SEINE,91577,Port de Saintry,"Haltes, escales ou ports fluviaux de plaisance"
48.199652005, 2.71674483121,77,HALTE DE LA MADELEINE-SUR-LOING,MADELEINE-SUR-LOING (LA),77267,Halte,"Haltes, escales ou ports fluviaux de plaisance"
48.8801745444, 2.70265367038,77,1 QUAI SAVARIN,LAGNY-SUR-MARNE,77243,Halte de Lagny-sur-Marne,"Haltes, escales ou ports fluviaux de plaisance"
48.956676539, 2.88093949141,77,QUAI SADI CARNOT,MEAUX,77284,Halte fluviale de Meaux,"Haltes, escales ou ports fluviaux de plaisance"
48.451178458, 2.74932671914,77,PLACE DE LA RÉPUBLIQUE,SAMOIS-SUR-SEINE,77441,Halte de Samois,"Haltes, escales ou ports fluviaux de plaisance"
48.9333354957, 2.81697953895,77,,VIGNELY,77498,Halte  de Vignely,"Haltes, escales ou ports fluviaux de plaisance"
48.9930938957, 1.98383158748,78,CHEMIN DE LA FONTAINE DES,VAUX-SUR-SEINE,78638,Port de détroit marine,"Haltes, escales ou ports fluviaux de plaisance"
48.4447393823, 2.6026913504,77,PLACE MARC JACQUET,BARBIZON,77022,,Offices du tourisme et syndicats d'initiative
48.8566857933, 2.90990356926,77,1 PLACE DU MARCHE,CRECY LA CHAPELLE,77142,,Offices du tourisme et syndicats d'initiative
48.6451738205, 1.81895336958,78,PLACE DE LA LIBERATION,RAMBOUILLET,78517,,Offices du tourisme et syndicats d'initiative
48.9027319054, 2.30647795739,92,61 RUE MARTRE,CLICHY,92024,,Offices du tourisme et syndicats d'initiative
49.0709321683, 2.17136602835,95,"MANOIR DES COLOMBIERES, RUE DE LA SANSONNE",AUVERS SUR OISE,95039,,Offices du tourisme et syndicats d'initiative
49.0770954959, 2.20362399656,95,2 4 PLACE JEAN GABIN,MERIEL,95392,,Offices du tourisme et syndicats d'initiative
48.8717683483, 2.33880993115,75,5 bd Italiens,Paris,75102,La tete dans les nuages,"Espace de loisirs, espace récréatif"
48.5447401795, 2.6527603943,77,8 RUE EMILE LECLERC,MELUN,77288,Musée de la gendarmerie,Musée et écomusée
48.8866684112, 2.28903221031,75,"PLACE DE LA PORTE DE CHAMPERRET, 75017 PARIS",PARIS,75117,ESPACE CHAMPERRET,Centre de congrès et parc d'exposition
48.8769825615, 2.29707917407,75,"39 - 41 AVENUE DE WAGRAM, 75017 PARIS",PARIS,75117,SALLE WAGRAM - EUROSITES,Centre de congrès et parc d'exposition
48.8474054959, 2.3673512656,75,10 BOULEVARD DE LA BASTILLE,Paris 12EME,75112,La maison Rouge - fondation Antoine de Galbert,Diffusion de l'art (autre que musée)
48.8375724262, 2.33124485448,75,261 BOULEVARD RASPAIL,Paris 14EME,75114,Fondation Cartier pour l'art contemporain,Diffusion de l'art (autre que musée)
48.97282514, 2.90481290883,77,RUE LAZARE PONTICELLI,MEAUX,77284,Musee de la Grande Guerre,Musée et écomusée
48.910373881, 2.33185734025,93,33 BD VICTOR HUGO,SAINT-OUEN,93070,Musee Pierre Cardin,Musée et écomusée
48.8600381167, 2.35696359913,75,60 RUE DES FRANCS-BOURGEOIS - HÔTEL DE SOUBISE,Paris,75103,Archives nationales - musée de l'histoire de france,Musée et écomusée
48.8548080264, 2.36606218083,75,6 PLACE DES VOSGES - HÔTEL DE ROHAN-GUÉMÉNÉE,Paris,75104,Maison de Victor Hugo,Musée et écomusée
48.8465109734, 2.3481324763,75,1 PLACE SaintE GENEVIÈVE,Paris,75105,Eglise Saint-Etienne-du-Mont,Site et monument
48.8510117641, 2.33486043426,75,2 RUE PALATINE,Paris,75106,Eglise Saint-Sulpice,Site et monument
48.8456271101, 2.33958782584,75,60 BOULEVARD Saint-MICHEL - ECOLE DES MINES DE Paris,Paris,75106,Musée de minéralogie,Musée et écomusée
48.8534355909, 2.30201254909,75,JARDIN DU CHAMP DE MARS - QUAI BRANLY,Paris,75107,Mur pour la paix,Site et monument
48.8599219215, 2.32650970216,75,1 RUE DE LA LÉGION D'HONNEUR - ENTRÉE PAR LE PARVIS,Paris,75107,Musée d'Orsay,Musée et écomusée
48.8514436102, 2.36990926441,75,120 rue de Lyon,Paris 12ÈME,0,Opéra national de Paris - opéra Bastille,Site et monument
48.8498448298, 2.3060954159,75,7 PLACE FONTENOY,Paris,75107,Organisation des nations unies,Site et monument
48.8660486153, 2.31451714885,75,AVENUE WINSTON CHURCHILL,Paris,75108,Petit Palais - musée des beaux-arts de la ville de Paris,Musée et écomusée
48.8327109587, 2.389386033,75,53 AVENUE DES TERROIRS DE FRANCE - LES PAVILLONS DE BERCY,Paris,75112,Musée des arts forains,Musée et écomusée
48.8353171201, 2.37584422115,75,43-63 QUAI DE LA GARE,Paris,75113,Caisse de dépôts et consignations,Site et monument
48.842971249, 2.31846834073,75,18 RUE ANTOINE BOURDELLE,Paris,75115,Musée Bourdelle,Musée et écomusée
48.8856079035, 2.34194976469,75,27 RUE CHAPPE - EN HAUT DU FUNICULAIRE,Paris,75118,Arènes de montmartre,Site et monument
48.8603728259, 2.35234196813,75,PIAZZA DU CENTRE GEORGES POMPIDOU,Paris,75104,Atelier Brancusi - Centre Georges Pompidou,Musée et écomusée
48.4461703735, 2.60258391869,77,92 GRANDE RUE,BARBIZON,77022,Musée départemental de l'ecole de Barbizon,Musée et écomusée
48.8536534912, 2.60402291568,77,31 RUE DE Paris,CHAMPS-SUR-MARNE,77083,Domaine national de Champs-sur-Marne,Site et monument
48.5615721421, 3.29071293674,77,7 RUE DU PALAIS,PROVINS,77379,Musée de Provins et du provinois,Musée et écomusée
48.8913361703, 2.1648631385,78,2 RUE DU BAC - ILE DES IMPRESSIONNISTES,CHATOU,78146,Centre national de l'estampe et de l'art imprimé,Musée et écomusée
48.8974280721, 2.09510734076,78,PLACE CHARLES DE GAULLE - Château DE Saint-GERMAIN-EN-LAYE,SAINT-GERMAIN-EN-LAYE,78551,Musée d'archéologie nationale,Musée et écomusée
48.8927917264, 2.08746710008,78,2BIS RUE MAURICE DENIS - BP 60222,SAINT-GERMAIN-EN-LAYE,78551,Musée départemental Maurice Denis le prieuré,Musée et écomusée
48.8638458885, 1.79605593762,78,Château DE THOIRY,THOIRY,78616,Château de Thoiry,Site et monument
48.6464409142, 1.79837321172,78,"BERGERIE NATINALE, RAMBOUILLET",RAMBOUILLET,78517,Bergerie nationale,Musée et écomusée
48.8057347082, 2.23154436071,92,5 PLACE JULES JANSSEN,MEUDON,92048,Observatoire de Meudon,Site et monument
48.891335197, 2.23820905232,92,1 PARVIS DE LA DÉFENSE - TOIT DE LA GRANDE ARCHE DE LA DÉFENSE,Paris-LA DEFENSE,92062,Musée de l'informatique,Musée et écomusée
48.8626259757, 2.54572386988,93,202 AVENUE JEAN-JAURÈS - SERHEP,NEUILLY-SUR-MARNE,93050,Musée d’art et d’histoire de la psychiatrie,Musée et écomusée
48.924596851, 2.36031341741,93,ZAC DU CORNILLON NORD,SAINT-DENIS,93066,Stade de France,Site et monument
48.9038302014, 2.33842765511,93,7 IMPASSE SIMON - OFFICE DE TOURISME DE Saint-OUEN,SAINT-OUEN,93070,Puces de Paris Saint-Ouen,"Espace de loisirs, espace récréatif"
48.7049661038, 1.98591660666,78,Château DE DAMPIERRE,DAMPIERRE-EN-YVELINES,78193,Ecuries du Château de Dampierre,Site et monument
48.8314491848, 2.11212723894,78,30 ROUTE DE VERSAILLES,ROCQUENCOURT,78524,Arboretum national de Chèvreloup,"Espace de loisirs, espace récréatif"
48.8791260385, 2.31241847412,75,63 RUE DE MONCEAU,Paris,75108,Musée Nissim de Camondo,Musée et écomusée
48.8423522084, 2.27227790998,75,PARC ANDRÉ CITROËN,Paris,75115,"Escale de Javel-bas, parc André Citroën","Haltes, escales ou ports fluviaux de plaisance"
49.0801682219, 1.63376895786,95,ESCALE DE LA ROCHE GUYON,ROCHE-GUYON (LA),95523,Escale de la Roche Guyon,"Haltes, escales ou ports fluviaux de plaisance"
48.7032446358, 2.40304717067,91,RUE HENRI ROSSIGNOL,VIGNEUX-SUR-SEINE,91657,Port premier Paris - sud,"Haltes, escales ou ports fluviaux de plaisance"
48.5364230712, 2.656128393,77,,MELUN,77288,Port de la Reine Blanche,"Haltes, escales ou ports fluviaux de plaisance"
48.4247045128, 2.74533382454,77,1 RUE DU PORT DE VALVINS,AVON,77014,Port Stéphane Mallarmé,"Haltes, escales ou ports fluviaux de plaisance"
48.9463101207, 2.68933074825,77,,CLAYE-SOUILLY,77118,Halte de Claye-Souilly,"Haltes, escales ou ports fluviaux de plaisance"
49.0297400729, 3.03514686375,77,,LIZY-SUR-OURCQ,77257,Halte de Lizy-sur-Ourcq,"Haltes, escales ou ports fluviaux de plaisance"
48.3871038613, 2.80419800707,77,15 BIS QUAI DE LA SEINE,Saint-MAMMES,77419,Port de plaisance de Saint-Mammès,"Haltes, escales ou ports fluviaux de plaisance"
49.0281475305, 1.63041199586,78,PORT DE L'ILON,SAINT-MARTIN-LA-GARENNE,78567,Port de l'Ilon,"Haltes, escales ou ports fluviaux de plaisance"
48.9817701205, 1.99815806934,78,5 QUAI ARISTIDE BRIAND,TRIEL-SUR-SEINE,78624,"""mallard"" chantier plaisance","Haltes, escales ou ports fluviaux de plaisance"
48.9114938153, 2.30157756686,92,2 QUAI AULAGNIER,ASNIERES-SUR-SEINE,92004,Port Van Gogh,"Haltes, escales ou ports fluviaux de plaisance"
48.8181882782, 2.47110392139,94,2 QUAI GABRIEL PERI,JOINVILLE-LE-PONT,94042,Port de Joinville-le-Pont,"Haltes, escales ou ports fluviaux de plaisance"
48.9888584231, 2.10112841598,78,,CONFLANS-SAINTE-HONORINE,78172,"""boat paradise"" port de plaisance","Haltes, escales ou ports fluviaux de plaisance"
48.9496731076, 3.12974546245,77,34 RUE DES PELLETIERS,LA FERTE SOUS JOUARRE,77183,,Offices du tourisme et syndicats d'initiative
48.3733822943, 2.81480271815,77,4 BIS PLACE DE SAMOIS,MORET SUR LOING,77316,,Offices du tourisme et syndicats d'initiative
48.2662086516, 2.69663529854,77,16 RUE GASTON DARLEY,NEMOURS,77333,,Offices du tourisme et syndicats d'initiative
48.7829223347, 2.04428799279,78,3 PLACE ROBERT SCHUMAN MONTIGNY LE BRETONNEUX,MONTIGNY LE BRETONNEUX,78423,,Offices du tourisme et syndicats d'initiative
48.6094672419, 2.30439814821,91,3 RUE DU GENERAL LECLERC,BRETIGNY SUR ORGE,91103,,Offices du tourisme et syndicats d'initiative
48.8024822374, 2.2637764371,92,"22, RUE PAUL VAILLANT COUTURIER",CLAMART,92023,,Offices du tourisme et syndicats d'initiative
48.8470091322, 2.55296899737,93,34 AVENUE ARISTIDE BRIAND,NOISY LE GRAND,93051,,Offices du tourisme et syndicats d'initiative
49.0184776442, 2.37974164178,95,"MANOIR DES TOURELLES
1 PLACE DE L EGLISE",ECOUEN,95205,,Offices du tourisme et syndicats d'initiative
48.9875733004, 2.31957786458,95,3 PLACE Château GAILLARD,MONTMORENCY,95428,,Offices du tourisme et syndicats d'initiative
48.8645715552, 2.29681693406,75,13 AVENUE DU PRÉSIDENT WILSON,Paris,75116,"Palais de Tokyo, site de création contemporaine",Musée et écomusée
48.761070363, 3.2882816646,77,Ancien Chemin de Choisy,LA FERTE GAUCHER,77182,Aerosphalte - loisirs mécaniques,"Espace de loisirs, espace récréatif"
48.8295769635, 1.9810467747,78,"1, avenue du Président Kenedy",LES CLAYES-SOUS-BOIS,78165,One nation Paris,"Espace de loisirs, espace récréatif"
48.8921361647, 2.24000922979,92,"2 PLACE DE LA DÉFENSE, PARIS LA DÉFENSE",PUTEAUX,92062,CNIT PARIS LA DÉFENSE,Centre de congrès et parc d'exposition
48.8548777929, 2.35915682718,75,5 RUE DE FOURCY,Paris 4EME,75104,"Maison européenne de la photographie - ville de Paris, mep",Diffusion de l'art (autre que musée)
49.0042257362, 2.53679291578,93,2 ROUTE DU NOYER AU CHAT,TREMBLAY-EN-FRANCE,93073,Maison de l'Environnement,Musée et écomusée
48.7445018238, 2.01633955327,78,ROUTE DES GRANGES,MAGNY-LES-HAMEAUX,78356,Ancienne abbaye de Port Royal des Champs,Site et monument
48.8149132621, 1.83243757909,78,15 RUE DE LA MAIRIE,VICQ,78653,Musee internation d'art naîf,Musée et écomusée
48.8995971199, 2.2681517832,92,142 BD Saint DENIS - PARC DE BECON,COURBEVOIE,92026,Le pavillon des Indes,Site et monument
48.8632648477, 2.33270320477,75,107 RUE DE RIVOLI - LES ARTS DÉCORATIFS,Paris,75101,Musée de la mode et du textile,Musée et écomusée
48.8637765681, 2.32265676342,75,JARDIN DES TUILERIES,Paris,75101,Musée de l'orangerie,Musée et écomusée
48.8639709692, 2.36156671209,75,2 RUE EUGÈNE SPULLER,Paris,75103,Mairie du 3e,Site et monument
48.8581237089, 2.36182173461,75,8 RUE ELZÉVIR - MUSÉE DU XVIIIÈ DE LA VILLE DE Paris,Paris,75103,Musée Cognacq-Jay,Musée et écomusée
48.8613669056, 2.35843641783,75,62 RUE DES ARCHIVES - HÔTEL DE MONGELAS,Paris,75103,Musée de la chasse et de la nature,Musée et écomusée
48.8660906058, 2.35541895313,75,60 RUE RÉAUMUR,Paris,75103,Musée des arts et métiers,Musée et écomusée
48.8605100459, 2.35244570795,75,PLACE GEORGES POMPIDOU,Paris,75104,Centre Pompidou,Site et monument
48.8536137917, 2.34764420542,75,1 PLACE DU PARVIS DE ND,Paris,75104,Crypte archéologique du parvis de ND de Paris,Site et monument
48.8450547584, 2.35282977947,75,49 RUE MONGE ET RUE DE NAVARRE,Paris,75105,Arènes de lutèce,Site et monument
48.8418973212, 2.35522406458,75,2 BIS PLACE DU PUITS DE L'ERMITE,Paris,75105,Mosquée de Paris,Site et monument
48.844221682, 2.34478548282,75,11 RUE PIERRE ET MARIE CURIE,Paris,75105,Musée Curie,Musée et écomusée
48.8463050337, 2.34562448244,75,PLACE DU PANTHÉON,Paris,75105,Panthéon,Site et monument
48.861317297, 2.31974870708,75,121 RUE DE LILLE,Paris,75107,Fondation Custodia,Musée et écomusée
48.8626293725, 2.30253865216,75,PONT DE L'ALMA - FACE AU 93 QUAI D'ORSAY,Paris,75107,Musée des égouts de Paris,Musée et écomusée
48.8558648984, 2.31344882361,75,HÔTEL NATIONAL DES INVALIDES,Paris,75107,Musée des plans-reliefs,Musée et écomusée
48.7336972221, 2.29033215427,91,1 place de France,MASSY,0,Opéra de Massy,Diffusion du spectacle vivant
48.8622907209, 2.30662148389,75,65 QUAI D'ORSAY,Paris,75107,The American Church in Paris,Site et monument
48.8654594177, 2.32122499526,75,PLACE DE LA CONCORDE,Paris,75108,Place de la Concorde,Site et monument
48.8662506313, 2.31253650689,75,PORTE PRINCIPALE - AVENUE WINSTON CHURCHILL,Paris,75108,Nef du Grand Palais,Site et monument
48.8731289658, 2.33289175591,75,1ER ÉTAGE DES GALERIES LAFAYETTE - 40 BOULEVARD HAUSSMANN,Paris,75109,Galerie des Galeries,Musée et écomusée
48.8433592709, 2.25140577505,75,24 RUE NUNGESSER ET COLI - IMMEUBLE MOLITOR,Paris,75116,Le Corbusier (appartement-atelier),Site et monument
48.852152417, 2.26508931768,75,10 SQUARE DU DR BLANCHE - MAISON LA ROCHE,Paris,75116,Le Corbusier (fondation),Site et monument
48.8867358601, 2.34151570366,75,2 RUE DU MONT CENIS,Paris,75118,Cimetière du Calvaire,Site et monument
48.8596113063, 2.3893989805,75,16 RUE DU REPOS - ET 8 BOULEVARD DE MÉNILMONTANT,Paris,75120,Cimetière du père Lachaise,Site et monument
48.8745024119, 2.39929720942,75,40 RUE DU TÉLÉGRAPHE,Paris,75120,Cimetière de Belleville,Site et monument
48.5622372674, 3.28848139212,77,PLACE DU CHÂTEL,PROVINS,77379,Hôtel de Savigny,Site et monument
48.7020074795, 2.06002800102,78,DOMAINE DE COUBERTIN,SAINT-REMY-LES-CHEVREUSE,78575,Collections de la fondation de Coubertin,Musée et écomusée
48.8038590189, 2.12818896024,78,1 AVENUE DE Paris,VERSAILLES,78646,Musée des carrosses,Musée et écomusée
48.5187824713, 2.37395002462,91,Château DU SAUSSAY,BALLANCOURT-SUR-ESSONNE,91045,Château Saussay,Site et monument
48.5137615772, 2.21800743165,91,38 RUE DU COMMANDANT ARNOUX - CENTRE ARTISTIQUE ET CULTUREL,CHAMARANDE,91132,Domaine départemental de Chamarande,Site et monument
48.4347947863, 2.16170497153,91,SERVICE DU TOURISME - HÔTEL ANNE-DE-PISSELEU,ETAMPES,91223,"Etampes, Ville royale",Site et monument
48.642167144, 2.29227658558,91,12 RUE DE Paris,LONGPONT-SUR-ORGE,91347,Basilique ND-de-bonne-garde,Site et monument
48.8633642506, 2.63539135576,77,ROUTE DE LAGNY,TORCY,77479,Ile de loisirs de Vaires-Torcy,"Espace de loisirs, espace récréatif"
48.9943471366, 1.96362047506,78,CHEMIN DU ROUILLARD,VERNEUIL-SUR-SEINE,78642,Ile de loisirs du val de Seine,"Espace de loisirs, espace récréatif"
48.7552988462, 2.32981138485,94,22-24 ALLÉE DES JACHÈRES,FRESNES,94034,Playmobil fun park,"Espace de loisirs, espace récréatif"
48.7764801298, 1.96156820477,78,BOULEVARD ANDRÉ MALRAUX,ELANCOURT,78208,France Miniature,"Espace de loisirs, espace récréatif"
48.6244651026, 1.87390905665,78,ROUTE DU COIN DU BOIS,SONCHAMP,78601,Espace Rambouillet,Musée et écomusée
48.8428011508, 2.33376622569,75,100 BIS RUE D'ASSAS,Paris,75106,Musée Zadkine,Musée et écomusée
48.822724727, 2.27346532471,92,16 RUE AUGUSTE GERVAIS,ISSY-LES-MOULINEAUX,92040,Musée français de la carte à jouer,Musée et écomusée
48.8961595726, 2.10607550452,78,ESCALE DU PECQ,PECQ (LE),78481,Escale du Pecq,"Haltes, escales ou ports fluviaux de plaisance"
48.8545984016, 2.35341274667,75,ESCALE DE L'HÔTEL DE VILLE,Paris,75104,Escale de l'hôtel de ville,"Haltes, escales ou ports fluviaux de plaisance"
48.3907462154, 2.80745291355,77,QUAI DU LOING,VENEUX-LES-SABLONS,77491,Halte,"Haltes, escales ou ports fluviaux de plaisance"
48.5323941639, 2.66465299436,77,QUAI DU MARÉCHAL JOFFRE,MELUN,77288,"Port de Melun ""la plage""","Haltes, escales ou ports fluviaux de plaisance"
48.4166274534, 3.24127402738,77,MAIRIE,BRAY-SUR-SEINE,77051,Halte fluviale,"Haltes, escales ou ports fluviaux de plaisance"
48.9404378743, 2.33506075259,92,45 QUAI ALFRED SISLEY,VILLENEUVE-LA-GARENNE,92078,Port Sisley,"Haltes, escales ou ports fluviaux de plaisance"
49.0700088306, 2.17822679625,95,,AUVERS-SUR-OISE,95039,Halte d'Auvers-sur-Oise,"Haltes, escales ou ports fluviaux de plaisance"
49.001427372, 1.95918057446,78,,VERNEUIL-SUR-SEINE,78642,Port du Val de Seine,"Haltes, escales ou ports fluviaux de plaisance"
48.1499042406, 2.70341185111,77,6 RUE HETZEL,CHATEAU LANDON,77099,,Offices du tourisme et syndicats d'initiative
48.8124623691, 3.08422449384,77,7 RUE DU GENERAL DE GAULLE,COULOMMIERS,77131,,Offices du tourisme et syndicats d'initiative
48.7650615618, 2.16550289588,78,29 BIS AVENUE JEAN JAURES,JOUY EN JOSAS,78322,,Offices du tourisme et syndicats d'initiative
48.8654262953, 2.09701529622,78,2 AVENUE DES COMBATTANTS,MARLY LE ROI,78372,,Offices du tourisme et syndicats d'initiative
48.9274564834, 2.04577420795,78,132 RUE DU GENERAL DE GAULLE,POISSY,78498,,Offices du tourisme et syndicats d'initiative
48.7031517542, 2.070332198,78,1 RUE DITTE,SAINT REMY LES CHEVREUSE,78575,,Offices du tourisme et syndicats d'initiative
48.802129942, 2.12884669975,78,2 BIS AVENUE DE Paris,VERSAILLES,78646,,Offices du tourisme et syndicats d'initiative
48.4344249394, 2.16164225638,91,PLACE DE L HOTEL DE VILLE,ETAMPES,91223,,Offices du tourisme et syndicats d'initiative
48.824231287, 2.27308542765,92,ESPLANADE DE L HOTEL DE VILLE,ISSY LES MOULINEAUX,92040,,Offices du tourisme et syndicats d'initiative
48.817963472, 2.46652069834,94,23 RUE DE Paris,JOINVILLE LE PONT,94042,,Offices du tourisme et syndicats d'initiative
49.1463820994, 1.97750764097,95,1 RUE DE LA CROIX DES VIGNES,MARINES,95370,,Offices du tourisme et syndicats d'initiative
49.1280636297, 2.37024258626,95,"74, RUE DE Paris",VIARMES,95652,,Offices du tourisme et syndicats d'initiative
48.7285605781, 2.37093170193,94,AEROPORT ORLY-SUD,ORLY,94054,,Offices du tourisme et syndicats d'initiative
48.7630043489, 2.22550662719,91,78 rue de Bièvres,BIEVRES,91064,Musee francais de la photographie,Musée et écomusée
48.7796866438, 3.30401031804,77,"Maison du tourisme, 35 rue des promenades",LA FERTE GAUCHER,77182,Vélorail du val du Haut Morin,"Espace de loisirs, espace récréatif"
48.5671341225, 1.9298272355,78,MOULIN DE VILLENEUVE,SAINT-ARNOULT-EN-YVELINES,0,Maison Elsa Triolet-Aragon,Musée et écomusée
48.9715143414, 2.51869215807,93,ROISSY CHARLES DE GAULLE,VILLEPINTE,93078,Paris Nord Villepinte,Centre de congrès et parc d'exposition
48.8249796988, 2.2575226374,92,PARC DEPARTEMENTAL DE L'ILE Saint-GERMAIN,ISSY-LES-MOULINEAUX,92040,Tour aux figures de Jean Dubuffet,Diffusion de l'art (autre que musée)
48.7260819888, 2.12381495929,91,7-9 ROUTE DE GIF,VILLERS-LE-BÂCLE,91679,Maison atelier Foujita,Musée et écomusée
48.8618714241, 2.34013973757,75,145 RUE Saint-HONORÉ,Paris,75101,Eglise réformée de l'oratoire du Louvre,Site et monument
48.8691293464, 2.34135531279,75,RUE NOTRE DAME DES VICTOIRES - PALAIS DE LA BOURSE,Paris,75102,Palais de la bourse,Site et monument
48.8505474792, 2.36219426242,75,21 BOULEVARD MORLAND,Paris,75104,Pavillon de l'arsenal,Site et monument
48.8470436931, 2.3570912306,75,RUE CUVIER,Paris,75105,Université de Jussieu,Site et monument
48.8483633584, 2.3476608213,75,17 RUE DES CARMES,Paris,75105,Eglise Saint-Ephrem,Site et monument
48.8377822118, 2.34657365111,75,4 RUE FLATTERS,Paris,75105,Musée des eclairages anciens,Musée et écomusée
48.8506056916, 2.34369021952,75,6 PLACE PAUL PAINLEVÉ,Paris,75105,Musée national du moyen-age,Musée et écomusée
48.8486367653, 2.3372946432,75,15 RUE DE VAUGIRARD,Paris,75106,Sénat-Palais du Luxembourg,Site et monument
48.8581882583, 2.31021514443,75,51 BIS BOULEVARD DE LATOUR-MAUBOURG - HÔTEL NATIONAL DES INVALIDES,Paris,75107,Musée de l'ordre de la libération,Musée et écomusée
48.8610133945, 2.29763434638,75,37 QUAI BRANLY - PORTAIL DEBILLY,Paris,75107,Musée du quai Branly,Musée et écomusée
48.855919035, 2.31597006355,75,79 RUE DE VARENNE - HÔTEL BIRON,Paris,75107,Musée Rodin,Musée et écomusée
48.8737041296, 2.32302865278,75,29 RUE PASQUIER - SQUARE LOUIS XVI,Paris,75108,Chapelle Expiatoire,Site et monument
48.8809100818, 2.33334735194,75,16 RUE CHAPTAL - HÔTEL SCHEFFER RENAN,Paris,75109,Musée de la vie romantique,Musée et écomusée
48.844194646, 2.39632255647,75,35 RUE DE PICPUS,Paris,75112,Cimetière de Picpus,Site et monument
48.8374360688, 2.38249159262,75,51 RUE DE BERCY,Paris,75112,Cinémathèque française,Musée et écomusée
48.8410574018, 2.3781556881,75,139 RUE DE BERCY,Paris,75112,Ministère des finances,Site et monument
48.8350446122, 2.4092048319,75,293 AVENUE DAUMESNIL,Paris,75112,Palais de la porte Dorée - aquarium tropical,Musée et écomusée
48.8346434764, 2.35208579391,75,42 AVENUE DES GOBELINS,Paris,75113,Manufactures nationales des Gobelins,Site et monument
48.7934049079, 2.39269843182,94,18 AVENUE HENRI BARBUSSE,VITRY-SUR-SEINE,94081,Explor@dôme,Musée et écomusée
48.8453342484, 2.26005358376,75,44 RUE MOLITOR,Paris,75116,Eglise Saint-François de Molitor,Site et monument
48.8679986937, 2.29289517911,75,11 PLACE DES ETATS-UNIS,Paris,75116,Musée Baccarat,Musée et écomusée
48.8647292298, 2.2979411319,75,11 AVENUE DU PRÉSIDENT WILSON,Paris,75116,Musée d'art moderne de la ville de Paris,Musée et écomusée
48.8618155949, 2.2873518788,75,17 PLACE DU TROCADÉRO - PALAIS DE CHAILLOT,Paris,75116,Musée national de la marine,Musée et écomusée
48.8871779194, 2.34340214701,75,35 RUE DU CHEVALIER-DE-LA-BARRE - PARVIS DU SACRÉ COEUR,Paris,75118,Basilique du sacré-coeur de Montmartre,Site et monument
48.5613622051, 3.29009502815,77,RUE DE LA PIE,PROVINS,77379,Tour César  - cite medievale de Provins,Site et monument
48.6455217823, 1.81751277919,78,DOMAINE NATIONAL DU Château DE RAMBOUILLET,RAMBOUILLET,78517,Château de Rambouillet,Site et monument
48.6446782926, 1.82235222935,78,RUE DU GÉNÉRAL DE GAULLE - PLACE DU ROI DE ROME,RAMBOUILLET,78517,Musée du jeu de l'oie,Musée et écomusée
48.8190831945, 2.1133910244,78,RP 834,VERSAILLES,78646,Domaine de Marie-Antoinette,Site et monument
48.5298781594, 2.01119494062,91,PLACE DU GÉNÉRAL DE GAULLE,DOURDAN,91200,Musée du chateau de dourdan,Musée et écomusée
48.6618828045, 2.16399350015,91,DOMAINE DE Saint-JEAN-DE-BEAUREGARD,Saint-JEAN-DE-BEAUREGARD,91560,Domaine de Saint-Jean de Beauregard,Site et monument
48.4747912994, 2.49630900857,91,LE MOULIN DES NOUES,SOISY-SUR-ECOLE,91599,Verrerie d'art de Soisy-sur-Ecole,Musée et écomusée
48.8411701812, 2.22686448936,92,14 RUE DU PORT,BOULOGNE-BILLANCOURT,92012,Musée départemental Albert Kahn,Musée et écomusée
48.8914203675, 2.24192171271,92,15 PLACE DE LA DÉFENSE - ESPACE INFO-DÉFENSE,Paris-LA DEFENSE,92026,Musée de la Défense,Musée et écomusée
49.0470873907, 2.10186184938,95,,PONTOISE,95500,Pontoise  halte nautique,"Haltes, escales ou ports fluviaux de plaisance"
48.8716984038, 2.16908524426,92,AVENUE DU Château DE MALMAISON,RUEIL-MALMAISON,92063,Musée national des Châteaux de Malmaison et Bois-Préau,Musée et écomusée
48.8148312003, 2.42104040346,94,7 AVENUE DU GÉNÉRAL DE GAULLE,MAISONS-ALFORT,94046,Ecole nationale vétérinaire de Maisons-Alfort,Site et monument
49.0718619273, 2.17633617991,95,RUE DAUBIGNY - PAROISSE ND,AUVERS-SUR-OISE,95039,Eglise ND d'Auvers,Site et monument
49.1072091598, 2.18324965763,95,RUE DU MOULIN MOREL,VALMONDOIS,95628,Maison de la Meunerie,Musée et écomusée
48.8781689607, 2.2639289322,75,BOIS DE BOULOGNE,Paris,75116,Jardin d'Accimatation,"Espace de loisirs, espace récréatif"
48.7803185286, 2.44699840951,94,RUE JEAN GABIN,CRETEIL,94028,Ile de loisirs de Créteil,"Espace de loisirs, espace récréatif"
49.0621651922, 1.67732413016,78,MOISSON,MOISSON,78410,Ile de loisirs des Boucles de Seine,"Espace de loisirs, espace récréatif"
48.7762613786, 2.3350412001,94,RUE ALBERT WATEL,L'HAŸ-LES-ROSES,94038,"Roseraie du Val-de-Marne
roseraie du val-de-marne (17)
roseraie du *","Espace de loisirs, espace récréatif"
48.774109595, 2.26978404586,92,34 RUE EUGÈNE SINET,CHÂTENAY-MALABRY,92019,L'ile  verte,"Espace de loisirs, espace récréatif"
48.8777310702, 2.26961685567,75,JARDIN D'ACCLIMATATION - BOIS DE BOULOGNE,Paris,75116,Musée en herbe,Musée et écomusée
